text,rating
cocok buat yang keluyuran👍,5
"kecewa bgt jujur, kalo ada masalah gapernah bisa ngasih solusi atau itikad baik.",1
rispek,5
BagusMbatu,5
"aplikasi udh bagus tp kl bs lebih banyak lagi promo dan diskon ny, makasih",5
Baik,5
"Setiap pesan gofud saya selalu pilih pengantaran prioritas, tpi tetap saja selalu telat dan lama",3
"Mantap, semua masalah selesai",5
"cuman mau bilng buat org yg mesen', yg suka nipu abg gojek please mreka tuh lgi kerja, lgi cri duit, jangan asal nipu aj mreka udh cape' cr duit ujung'ny nemu custumer yg ga bisa ngehargain. Please think more broadly, and don't be an arbitrary person.",5
memudahkan urusan,5
perlu menambah fitur chat resto tanpa harus dimulai dari resto,1
daftar asuransi proteksi layar retak. sekitar di bln maret. dan di bulan mei klaim garansi tapi sudah 2 minggu lebih ngajuin gak di proses2. uda di gmail juga jawabannya masih dlm proses. tapi di aplikasi GO-JEK tertera diproses 4 hari kerja. jadi gak yakin mau daftar asuransi lainnya. yg sepele aja lama proses nya apalagi asuransi besar,2
sangat baguss,5
sangat membantu,5
well,5
tidak mengecewakan apk ini pesen langsung cepet ada tidak pake nunggu lama👍👍,5
semoga Gojek semakin berjaya. Aamiin ya Rabbal Alamiin,5
"maaf bintang 1...udah sering banget susah ngebatalin orderan yg salah alamat atau apalah itu terkhusus gofood yg ada saldo gopaynya.gopay kosong gampang kali batalinnya,,parah.",1
keren,5
saya bgus,4
good,5
"sangat memudahkan mobilitas ,good saya sangat terbantu dengan aplikasi gojek ,terimaksih banyak buat develover",5
mantap,5
memudahkan kebutuhan kami,4
kyc gopay plus ditolak terus,1
gooddd,5
ok,5
"pembayaran saya bagus, mengapa pengajuan kembali malah ditolak?",2
pesan lama 1 jam malah di cancel seller .. aplikasi makin ga bermutu pindah ke oren aja gaes,1
membantu dalam proses perjalanan,5
ganti HP mau login tidak bisa. prosedur sudah di lakukan tetap gak bisa. aplikasi ribet,1
👍,5
bagus pelayanannya,5
"ikan lele bentuknya jelek, i love u gojek 😦😦",5
oke banget,5
sangat berguna di semua waktu bagi saya,5
mantap,5
mw login ulang nomor lama. tiba2 banget akunnya ganti email orang lain. balikin akunnya gmn caranya?,1
sangat membantu,5
ok,5
jos,5
good job,5
bagus,5
"kenapa setiap kali buat pin selalu ada notif ""kesalahan pemasangan pin"" tolong bantuannya. uang ku nyangkut udah lama ini",1
sangat membantu,5
"oke, pengalaman pertama pakai gojek. sangat nyaman, drivernya ramah. terimakasih gojek.👍👍👍",5
semoga kedepan promo lebih banyak,5
murce di banding apk ojol lain worth,5
aplikasi yg sangat membantu,5
Cukup membantu bagi Masyarakat yang menggunakan app gojek,5
"driver selalu 3S, aplikasi jg mudah digunakan dan dimengerti pengguna",5
"aplikasi gaje mesen gojek pencet sekali doang malah kepesen 2 driver, ngerjain ojol aja kasian tau ga tolong dbenerin lah biaya jadi bayar dua kali kan, udah berapa kali ini kejadian kaya begini dialamin sama saya",1
halloo!! gmn ini gojek kok semakin lama semakin naik aja. pdhl saya pengguna lama lo. awal nya cmn 12rb. naik 17500. ckrg naik lgi 21rb. gk salah ta. pdhl tujuan sama.. gk bagus lm2 aplikasi ini.,3
"Pengalaman naik GOJEK bagi saya sangatlah bagus sekali. Karena banyak faktor hal yang bisa dijadikan alasan kenapa saya memilih GOJEK, termasuk yang paling utama sekali adalah karena GOJEK ini merupakan hasil buah pikiran serta karya dari Anak Bangsa Indonesia untuk membangun perekonomian Indonesia. Dan sudah seharus-nya kita yang mengatakan NKRI Harga Mati bangga menggunakan & Cinta dengan Produk & Hasil Karya Anak Bangsa 👍👍👍",5
"di hp saya lag banget masa lagi lihat"" makanan kepencet beli dan ongkirnya mahal banget lagi dan ga bisa dibatalin, diaplikasi lain bisa disini kok ga bisa padahal masih beberapa detik dari pemesanan tolong perbaiki lagi ONGKIRNYA TERLALU MAHAL",1
sangat mmbantu,5
"Sengaja ngasih bintang 5, biar ulasanku bisa direspon. nih semalam aku mau batalin langganan gojek plus, tapi nggak bisa, fitur isi alasannya nggak muncul. aku pindahin lah saldoku ke simpanan jago, dan aku cek pagi ini saldonya terpotong 😭😭😭😭😭. kyk dipaksa buat langganan. nggak terima, walaupun nominalnya nggak seberapa tetap aja merasa dirugikan 😠",5
"gojek ini mengerikan, sama seperti menipu penumpang klu aplikasi sudah sesuai alamat tapi kok titiknya berbeda , kejadian tidak menyenangkan yang saya alami order tujuan sudah sesuai alamat dan alamat tsbt cmn ada 1 di surabaya sidomulyo sidotopo jl kenjeran, driver mengikuti map tujuan arah beda ditengah jalan saya disuruh rubah alamat tujuan lagi & berubah titik yg sesuai !!! harusnya kena tarif 37.500 tapi saya harus bayar 53.500 . !! brengsek jangan seperti ini lah aplikasi nipu customer !!",1
nyaman dan fraktis,5
gofood lu kacau sekarang..dasar kapitalis..,1
buat driver nya bagus sama biayanya murah terjangkau lah buat anak sekolah yang uang nya pas' an,4
apk gak jelas,1
"cepat,simpel dan mantab",5
sangat memuaskan dari Aplikasi lain,5
"Alhamdulillah selalu amanah,cepat",5
udah di download gabisa dipake,1
"sekarang tarif nya mahal bgt, udh gitu titik nya ngaco, gampang bgt berubah, banyak driver nyaa yg alesan lgi makan mlu, ga lagi lagi pake gojek, kapokk",1
lancar jaya,5
good,5
good job,5
aplikasi ter lelet yang pernah digunakan internet lancar buka apk ini lelet tenan cuk,1
Mantap dah,5
memudahkan perjalanan,5
mantap,5
bermanfaat,5
"gak ada pesan tiba² ada driver yg antar krmh, di aplikasi malah ada pesanan dalam proses, bug aplikasi nyusahin driver sama pelanggan",1
mantapppppp,5
sangat mempermudah bagi orang yang tidak memeliki kendaraan,5
"driver pada ramah semua, dan kadang ada yg cuek, rapi okee👍",5
semoga lebih bermanfaat bagi pengguna dan mitra2nya,5
Alhamdulillah selama ini terbantu dengan gojek,5
"Aplikasi jasa paling membantu untuk kehidupan sehari hari,bisa antar jemput, membeli makanan, antar barang dan masih banyak lagi",5
"waktu tunggu pencarian driver gofood hampir 1 jam. tidak bisa dibatalin, padahal keterangan menyebut dapur akan mempersiapkan makanan jika driver sudah didapatkan. waktu penyiapan makanan telat 22menit, belum waktu pengantaran. kebayang berapa lama customer menunggu. Jauh lebih baik aplikasi Grab.",1
ok,5
"tolong ya itu driver2nya yang suka nutupin 2 digit plat nomor suka melakukan hal tidak menyenangkan dijalan, dan percuma buat pengaduan via email klo gak bisa diaduin",1
Jangan Mau mesan go Food disini datangnya 2 jam,1
"khusus makanan, JAUH SAMA SPFOOD, INI LELET, SUSAH CARI DRIVER dan LEBIH PRO SI SPFOOD",1
kadang kadang gak dapet ocol,4
Banyak biaya aneh yang menguntungkan pihak aplikator. Driver dan Resto Hanya sebagai Sapi Perah.,1
infonya nih buat gocar dan godrive puncak cisarua. kalau kaga pada niat kerja.mending kaga usah kerja...gua nunggu nunggu pada diam d tempat kendaraannya...pada nunyul kah,1
aplikasi gojek ribet harus daftar dulu ga kaya aplikasi yg lain otomatis langsung masuk,1
ok,5
cepat dalam melayani dan aplikasi ini sangat berguna bagi saya,5
Go foward,5
Alhamdulillah saya puas dengan layanan gojek y🙏,5
jelek,1
tiap tiap pesen makanan atau goride dapet nya driver yg jauh Mulu padahal banyak driver yg Deket tapi dapet yg jauh Mulu yg estimasi nya 10-15 menit,1
"Saya kecewa dengan penanganan customer service Gojek. Saat saya melaporkan transaksi yang tidak saya kenali, saya justru diarahkan untuk mengurusnya sendiri ke pihak lain tanpa bantuan yang berarti. Sebagai pengguna, saya berharap Gojek dapat memberikan dukungan yang lebih jelas dan membantu menyelesaikan masalah, terutama ketika menyangkut kehilangan saldo dan keamanan transaksi.",1
"memudahkan, terimakasih",5
Alhamdulillah dengan aplikasi Gojek saya yang tidak diizinkan menggunakan kendaraan sangat terbantu dan Alhamdulillah setiap hari ketemu orang² baik pejuang² rupiah dan yang paling pentingnya bisa bersedekah secara tidak langsung. 2 Anakkupun happy sekolah bersama Gojek. Sedikit saran atributnya di gratisin aja supaya bapak ibu driver lebih keren kalau pakai atribut yang bersih.,5
ok deh,4
so far so good🤗👍🤘🏻,5
sangat praktis dan cepat,5
mantaffff,5
"Banyak driver Gojek di area Yogyakarta tidak pasang plat nomer di motor nya, alasannya platnya copot lah..., jatoh lah...😩",1
ok,5
sering ga dapet driver buat gofood,1
"Teruntuk Gojek, mohon dengan sangat di perhatikan, di area sekitar terpantau banyak driver nunggu orderan, tapi kenapa saya order membutuhkan waktu lama ? dan sekalinya dapat, posisinya jauh sangat dari titik penjemputan.",3
"jujur baru sekarang kecewa sama driver gocar, 3 kali dpt driver tapi malah pada gk jalan gara2 jauh perjalanan, padahal aku gk pesen yg hemat, tolong dong buat driver2 klo misal gk mau y jangan di ambil bukan malah nawar harga yg ga masuk akal!!!",5
membantu bagi para pengelana di kota2 orang makasih🙏,5
bagus sih hanya di chatnya gak privasi soalnya ada aja yang chat sembarangan,5
Terbaik,5
Cepat dan responsif,5
menurut saya pilihan anda untuk customer tidak bisa cancel adalah pilhan yang CERDAS..... sedangkan driver dan resto dapat mengcancel kapan saja semau mereka ditambah ini ada resto yang tutup tapi diaplikasi buka driver enggan/ tidak bisa cancel resto tidak bisa dikabari dan customer hanya bisa pasrah menunggu 30 menit bahkan lebih untuk bisa cancel dan pengembalian dana lagi dan lagi KECEWA,1
sangat membantu,5
Good,4
mantaap,5
Tetap berkarya,5
Pelayanan nya cepat..,5
jangan karna ownernya masuk penjara jadi lemot dah apk nya,1
baik,5
mantabs 👍🏻,5
mantap,5
"Gofood sangat membantu sekali dalam keadaan lapar tapi mager. Gojek sangat membantu saat bepergian tapi mager bawa kendaraan atau sedang tidak bawa kendaraan. Gosend sangat membantu saat ingin mengirim sesuatu tapi mager. Gocar, Go shop juga ok keren pokoknya sangat membantu saya saat dibutuhkan.",5
terimakasih atas penanganan call center 24 jam sangat cepat,5
tangkurak sia,5
banyakkkk bgttt promonya dan g nanggung klo ada promo,5
"sangat disayangkan driver nya masih ada aja yg klo ga mau ambil orderan di chat ataupun ditelpon ga direspon dan diem aja ga gerak.. harus ada perhatian dr aplikasi untuk driver yg seperti ini, gpp klo ga mau ambil orderan, tinggal chat customer aja kok, jangan diem aja sampe kita nunggu lama dan akhirnya jg cancel.. jd buang2 waktu aja jd nya",3
sangat membantu,5
aplikasi yg sangat membantu,5
terbantukan dg gojek. thank alot... sukses buat smua,5
aplikasi sampah. pesen makanan ga dapet dapet driver. dipikir pesen makan cuman buat nunggu kali? ya buat makan lah!!,1
"info aja kalau mau jadi mitra grab khusus motor mending batalin aja sudah penuh, yg dicari cuma yang mobil",5
👍👍👍👍👍,5
sekarang kalau mau gofood kenapa estimasi waktu sampainya lama sekali terutama yang diskon murah. padahal makanan yang disiapkan termasuk ringan dan ringkas.,1
aman,5
bagusss,5
"bagus mantap, pelayanan ok... saran untuk metode pembayaran gopay di permudah, masa setengah², udh bayar lewat gopay bayar lagi sisa nya cash.",5
mahal terus kalau hujan susah dapet driver,4
mantaps,5
Warung bukak jadi tutup,5
kerja cepat dan tanggung jawab❤️,5
cepat sekali,5
Bagus Cepat,5
senang...baik drivernya,5
cepat aman dan nyaman,5
sangat membantu aplikasi ini untuk kegiatan yg super sibuk,5
i hate gojek. mau hapus akun aja saldonya harus nol dulu. ribet banget malah jadi rugi banyak.,1
It's Very Good,5
sopirnya enak ramah & sabar,5
cepat dan aman,5
keren ... gak banyak drama langsung sat set gak kayak aolikasi sebelah...,5
Mantap,5
padu,5
Gk bermutu...pinjaman gak pernah telat bayar..tapi pas lunas mau ajuin lagi gak bisa...sesuai mood yah yg ACC pinjaman di gojek,1
"kalo supir gocar nggak mau nerima orderan , bukannya di tolak atau ngasi tauu ke customer. malah dibiarin gitu aja . nyusahinn",1
baik drivernya,5
"selalu apes,,pesen gocar XL,,dapetny calya/sigra...",3
lebih detail dripada apk sebelah,4
the best,5
"sampai sekarang saya nyaman pake Gojek ,Terima kasih",5
okkkkkkk,5
enak nyaman cepet sampai tarif murah terima kasih gojek,5
LEMOT MAHAL STUPID TLOLL,1
"Di bagian GoPulsa, apa maksudnya provider tidak tersedia? Perbaiki yg benar! Jgn mempersulit!",1
semoga bangkrut,1
bagus dan aman,5
Solusi driver kabur bawa orderan gofood dong,1
"tolong dong bagian gofood nya bisa chat pihak resto, kalo cs kelupaan psg deskripsi mau komunikasi pihak resto mengenai detail makanan spt bagian ayam paha atau dada tu nyusahin bgt, mana resto tuh dikasi rata dada (bagi yg gak suka) mau minta tukar driver gak mau krna estimasi hrs tepat waktu😭",4
pasti terlaksana apapun kebutuhan kita di waktu memakai aplikasi ini👍,5
drivernya ramah,5
sangat berguna saat buru2,5
aplikasinya selalu bermasalah,1
oke,5
lebih cepat jemput,5
sangat oke... baik diperjalanan sangat membantu disaat diperlukan,5
oke,5
cepat dan ga ribet,5
ok,5
baik & bagus servis nya 👍👍,5
good,5
wow,5
tiap hari langganan Go-Jek ke mana-mana tapi nyari driver nyah setengah mati Go-Jek kekurangan driver apa gii mana ?,2
aplikasi terpercaya untuk pengguna yang cepat tanggap respon,5
bagus dan membantu,5
Lamaaa. kalo mesen gofood suka di cancel driver. mana ga bisa dibatalin. benahin dong sistemnya,1
kelamaan.,1
"ada saldo di gojek tbtb habis kepotong biaya yang gajelas , kaya capcut dan remini ai padahal gak ada aplikasinya dan gapernah pake, sumpah kecewa bener, niatnya mau nabung di gojek malah kepotong biaya gak jelas, najis",1
"sistem sering eror, posisi Driver tidak bergerak padahal drivernya sudah jalan",3
ku kasih 2 bintang karena drivernya susah di wilayah sragen perjalanannya kurang membantu,2
mantap,5
"DEVELOPER TOLOL GAK BISA TEGAS KE MITRA REKRUTANNYA, MITRA DRIVERNYA BRENGSEK SEMUA!!!",1
"Jelek bgt sistem Gofood nya. . ga bisaa di cancel, Harus nunggu lama banget ternyata belum di proses juga!! Apa lagi pas cari Diver lama, ga langsung di cancel malah gunta ganti Driver. KLO orang sekarat udh keburu MATI!",1
cape perjalanan dari cikarang ke jakarta hujan deres gada yg mau ambil orderan dari motor sampe mobil cancel trs!! nunggu dari jam 10 malam sampe jam 11 malam gada juga...,1
good,5
Jujur utk aplikasi transportasi aku selalu pakai Gojek. Drivernya hampir semua ramah-ramah. Dan ntah kenapa selalu merasa safety kalau naik ini. Promo juga lumayan pokoknya langganan aja kuncinya. Tp paling penting kenyamanan sih. Tetap pertahanin plisss !!!,5
baik,5
"Udah paling nyaman dah Gojek mah, mantap.",5
sangat membantu jika lagi laper pesen di gofood👍,5
ini gojek ada apa kok di gojek saldo update tolong perbaiki,2
good,5
makanan selisih 7.000 dari harga aslinya belum lagi ada tambahan biaya penangan dan pengiriman. jika harga asli di toko ofline 21.000 di aplikasi i 28.000 di tambah biaya penangan dan pengiriman total ketemu 40 lebih,1
nyari driver susah,1
mudah akses,5
"padahal saya cuma disuruh batalin, malah disuruh bayar denda 3rb saya kecewa",1
ok,5
pesanan jelek,1
Lumayan Bagus 😊🙏,4
ok,5
banyak hal jadi lebih mudah setelah ada gojek. mau pergi kemanapun dan pesan apapun bisa dari rumah dan jadi lebih praktis love buat gojek🫶 semoga sukses selalu,5
cukup bagus,5
susah amat nyari driver padahal bayar ga gratis wkwk,1
mantul,5
gojek kok mahal sekarang,5
"pengiriman cepat, tepat waktu, banyak diskonnya.. sukses selalu gojek. mudah cari semua menu di aplikasi ini",5
tolong dong datang ke daerah plosok aku beneran butuh gojek kalo beneran urgent disini susah banget 😭😭,5
"sudah menghubungi pusat bantuan, tapi tidak membuahkan hasil uang hilang 5,6 juta",1
👍👍👍,5
dengan berat hati saya kasih rating 1 untuk aplikasi dan driver gojek. saya sudah booking gocar dari pukul 17.00 sampai pukul 18.00 semua di cancel setelah tau saya bawa belanjaan. Perbaiki dulu sistemnya.,1
sangat bermanfaat,5
good,5
mantap,5
Aplikasi yang sangat kompleks dan usefull di era teknologi,5
Drivernya cepat responnya tapi kadang kadang apilakasinya gangguan,5
"makin kesini driver pada mageran ambil order, sorry",1
sekarang kenapa susah banget dah nyari drivernya? udh bangkrut kah?,1
"Aplikasi nya sangat bermanfaat terima kasih, serta memudahkan saya untuk kegiatan sehari-hari",5
ekonomis,5
tidak kompeten,2
"aku ga ada masalah sama apk nya, tapi aku gasuka BANGET sama driver2nya yang kasar. waktu itu ada yg ngomel sepanjang jalan karena bilangnya knp pesen hemat, ada opang blabla sampai sakit telinga aku dengernya. klo gamau cancel aja, gausah nerima tp ngasih pelayanan buruk.",1
puas dg layanan gojek,5
bagus banget,4
saya suka gojek dan semua dr aplikasi ini semoga makin jaya gojek Indonesia,5
"ga pemilik aplikasi nya ,ga pengiklan nya ,ga penjual di aplikasi nya problematik semua",1
"katanya potongan cuma 8%,ke driver. gw dapet order 20rb di potong 6.500. ini mah udah 30% lebih. kalau 10% ajah 2000 potongan😆",5
"oke, sangat membantu",5
paling murah,5
sangat membantu,5
aplikasi bagus bangga buatan Indonesia,5
saya pernah membayar 2 kali dan dikembalikan🥳 makasih bgt gojek amanah,5
sangat puas naik gojek,5
"gojek emang nyaman kemana "" aman",5
bermanfaat bgtt,5
GPS melenceng saat menentukan mau dikirim barang GPS ya melenceng..,4
sangat membantu,5
memudahkan dan banyak promo,5
baguss,5
udh nahan laper di batalin tlol bngt ni aplikasi mending pake apl sebelah,1
"sebelum beli langganan plus,biaya ongkir gofood sangat murah,setelah beli langganan plus,ongkir jadi super mahal hanya dapat gimik diskon dan promo",1
"Mohon diberikan pembinaan atau sejenisnya kepada (oknum driver mobil) yang tidak mengaktifkan gps sewaktu memesan dan slow respon dalam membalas chat. Kasian kami pesen hampir menunggu 50 menit namun seakan tidak ada kepastian kapan datangnya padahal hanya berjarak 1,5 km dari titik jemput. Jika tidak mau mengambil silahkan chat saja calon penumpang supaya dicancel dan bisa nyari driver lainnya. Maaf terpaksa kami cancel karena ortu saya sedang sakit kelamaan menunggu🙏🏻. terimakasih",1
mntap,4
ngebantu kalo lg mager,5
"aplikasi gabener, masa gw booking gada yg ngambil",1
jos,5
"Susah dapat driver. Padahal lagi dibutuhin banget. Apa harus bayar 5x lipat dulu baru di ""prioritaskan"" ?",1
Untuk saat ini 👍,5
Kecewa,1
"good job, dan menyenangkan.",5
Terbaik pokoknya.,5
mantap,5
siap,5
kenapa lama install nya,1
sumpah parah gopay udah foto KTP tapi ditolak apaaa. ini susah jangan bikin gopay dah kawan hindari smua kawan kawan gopay parah udah di update tapi di tolak mintak sialan sialan,1
"sekarang bukan aplikasi transportasi, tapi lebih ke pinjol bikin orang melarat",1
oke sih sangat membantu,5
tahu jalan cepat,5
pajak 25% sangat lah besar kasian para driver yg pke motor sndiri biaya service sndiri,3
"Makanan tidak saya terima , tp katanya sudah di antar. complain ke cs tidak ada hasil",1
Stop bikin kebijakan yang bentrokin costumer sama driver,1
sudah lama pakai aplikasi ini secara umum tak mengecewakan.,5
SUKAAKKKKK! jujur apk ini membantu bgtt,5
🥰😘,5
makin goblog emang tarif ga masuk akal,1
"enak , cepat , bapaknya ramah dan sopan",5
"memudahkan ,hemat waktu , praktis dan memang cepat ( tergantung situasi jalanan)",5
sangggattt membantu dan mudah digunakan,5
Alhamdulillah Baik puas dg pelayanannya,5
ok,5
good,5
bagus,5
daftar hemat goride malah jadi susah dapat yang jauh2. bikin sistem ya merugikan . leuheung mun nu deukeut gacor mh. ieu mh angger weh ngahuleung heula. nya jauh ngajeumpuna ge. tekor bensin ngajemput 2km kaluhur wae. ongkos ngan 8rb terus isukan teh saldo di potong 13rb. ya alloh meni kieu kieu teuing gojek ka driver.,3
mantap pol,5
TOP BGT Deh... Teng Qyu ya Abang QU. 👍🙏,5
mantap,5
terlalu menguras uang,3
adili jokowi bebaskan nadiem,5
"driver nya selalu ramah tamah.. namun untuk Melakukan booking go,rednya selalu lama DPT driver nya",5
mohon di tingkatkan pelayanan yg lbh baik lagi,5
sangat ramah dan familiar,5
"saya kasih bintang 4 karena, kemarin waktu hari Kamis jam 9an awalnya saya mau mesen gocar lalu karena saya tau kalau di daerah saya ini susah sekali dapat driver jadinya saya cancel di saat aplikasi itu sedang mencari driver, saya tinggalkan hingga jam 1an, tiba tiba dateng gocar atas nama saya, posisinya saya sudah tidak di tempat akhirnya teman saya yang mengurus masalah tersebut, dan katanya driver tersebut ""agak"" kesal dan marah, daripada saya memperpanjang urusan saya mau bayardrivenyaperg",4
"drivernya ramah ,baik dan sopan terima kasih",5
good,5
resto sudah tutup tapi orderan belum di cancel juga,1
the best,5
"APLIKASI BGNIAN APLIKASI MONYET... GUA PESAN MARTABAK 2 YANG DIKIRIM 1,, GUA BINGUNG NEH NYARI KESALAHAN DMANA,, DRIVER GA BSA DI CHAT (UDAH KABUR) ,,RESTO GA BISA DI CHAT LANGSUNG,,, MONYET......",1
Oke,5
Hapus GOFOOD jarak dekat,1
apk paling membantu dalam setiap waktu,5
"sangat membantu,",5
Alhamdulillah barokalloh,5
"sangat membantu, tapi kadang' sering nge bug apk nya",5
"suka banget error diwaktu mendesak, gajelas bngt 👎👎👎",2
Lambat dalam merespon laporan. Worst experience ever!!,1
"ini parah banget sih, pesanan udah 3 jam gak sampai-sampai katanya terlambat 5-15 menit tapi ditunggu berjam jam gak ada. coba ajuin complain yang jawab malah AI, ckckck. kapok beli makanan disini. gak lagi deh",1
Good Aplication,5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
good aplikator,5
aplikasi tolol. ga ada pilihan buat lewat tol. jalur selalu di ambil yg terdekat. selisis jarak sampe 20km bikin driver rugi. ga kaya grap ada pilihan bisa lewat tol atau engganya,1
"Mungkin saran aja, untuk filter pencarian gofood sebaiknya ditambah filter lokasi jarak kedai terdekat sampai terjauh, gak cuman filter rentang harga aja.",5
selalu mendapatkan pengalaman terbaik dan perjalanan terbaik,5
kacau gak bisa nlp,1
sukakk bangettt gojek kyk penyelamat hidup,5
"driver ramah, tepat waktu, dan bersih",5
Mudah di gunakan,5
mantab,5
mantap,5
sukaa bangett soalnya lebih murah dan aman dari aplikasi-aplikasi lainn,5
kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh2.. parah,3
KNPA in aplikasi berat ya... padahal Ram hp gw 12 loh main game aja ringan...lah in aplikasi berat banget berasa jaringan ngk ada aneh,2
murah dan hemat,5
gak membantu sama sekali pesan food sampai 3 kali kubatalin karna responnya lambat,1
mantap dan responship,5
maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips 20 ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar 13 k giriran dibayar 13k katanya di apk aslinya katanya 20k kalo misalkaan gak mau itu mending gak usah,1
ok baik,5
ok..,5
gojek Partner yang Baik,5
"Sangat susah sekali nentuin titiknya , payah.",3
"strses ni apk makin ngaco, benerin lagi dong gimanasih!",1
Aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,5
"jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang, namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel. Jadi pesanan saya numpuk 2 driver, tolong diperbaiki bugnya.",2
mantap,5
"aplikasi ini bolak balik berulah, nanti tiba² bisa nggak mau terbuka aplikasinya",3
tidak membantu,1
good,5
Bagus,5
Nyaman & santun sopirnya,5
"Mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru, misalnya ada promo dll",4
terimakasih mempermudah perjalanan kami,5
drivernya asik asik!!,5
banyak promonya,5
ok,5
"untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih..., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik",1
suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,5
"daftar, suruh tunggu 60 menit?,apalah",1
good aplikasi,5
oke sip mantap,5
tolong adain fitur cancel orderan🙏 saya selalu suka kepencet,3
paling suka pakai aplikasi lokal,5
biaya penanganan mahal,2
ok,5
"untuk gojek coba chat ny di bikin lebih fast respon lagi, soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki, terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehhhhhh",1
sering bug sama error,4
aplikasi buruk. hapus aja ini aplikasi . top up saldo dari tgl 26 mei sampai sekarang belum masuk . dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali. responnya lamaaa tidak profesional. lelet . komplainan customer itu tidak di tanggapi,1
mantappppppp,5
mantapp dehh,5
knp bintang ny hanya 5 knp gk 7 ya,5
The Best,5
Aplikasi ASU,1
kenapa saat pesan makanan lokasi driver tidak bisa di pantau? juga tidak bisa melihat lokasi yg di pasang (oleh pengguna),4
jos.,5
"susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.",3
anjenggg ongkir gofood mahal bgt kntol anjeng pepek,1
mantaf,5
sangat merekomendasi,5
"bagus ,aman,keren,nyaman",5
penjemputan cepat dan driver ramah,5
mantap,5
plikasi lemot pol,1
Good,5
pelayanan cepat dan aman bagus,5
👍,5
cepat,5
mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenya.jek gojek,1
eh jangan suka tiba2 ngasi informasi gaada koneksi dong saat lagi pesen goride/gocar ngerugiin customer sama driver tau gasih alhasil kepesen 2x karna kesalahan sistem lu,1
ok,5
"mesen gojek yg comfort, dptnya ibu2 dh tua dan maaf agak bau. motor listriknya jg bkan unit baru. mau saya yg bawa tp gamau krn klo ibunya yg dibelakang batre boros krn dia berat. dijalan jg deg2an krn yaa bawa motornya gitulah. yg saya prmasalahin uda msen comfort dptnya kayak gtu. apa bedanya sma goride biasa? mesen comfort jg krn agak buru2+tau diri badan tinggi gede jd biar dpt unitnya yg enak. bisa2nya kayak gitu msuk kategori comfort. atau cba jelasin bedanya dri opsi2 yg ada di gojek. thx",1
Semoga selalu mensejahterakan mitra-mitranya,1
menu dan pelayanan berkendara nyaman dan aman,5
good,5
mudah gak ribet,5
"rating dan ulasannya resto di gofood cuma terlihat dari customer aja, yang dari driver tidak terlihat, kan pengen tau juga bagaimana resto memperlakukan driver bagaimana",3
"biaya aplikasi yang di beban kan ke pelanggan terlalu besar , dengan jarak tempuh 2km saya sudah membayar 15.500 dan pengemudi hanya menerima 9.200 ditambah saya sudah berlangganan 3 bulan, jangan kan dapat diskon, yang ada, paket berlangganan cuma setor uang ke Gojek tapi pelanggan tidak diberikan benefit",1
"terlalu banyak pilihan, jadi bingung aku.",4
bagus poll mempermudah jalan kmn2 plis kalau lagi hujan susah dapet driver tapi,5
"Rata² abang gojek ramah², baik hati dan tidak sombong 😊🙏",5
terbantu sekali.,5
moda transportasi yang nyaman dan terbaikku,5
👍,5
bagus mempermudah perjalanan saya,5
baik,5
"makin kesini makin mengecewakan !!, udh mahal, tapi males2an drivernya, terutama kondisi gerimis, dan agak malam. diadakan ini apk bukannya utk mempermudah di sikon seperti itu? inimah bukan mempermudah, tapi bikin emosi.",1
"Itu tolong lah, Kadang loading lama banget, ampe ga kebuka-buka, Orang laper disiksa sama aplikasi lemot gini, BTW sinyal aman ya emang nih aplikasi aja lemot nya kurang ajar",3
mantap,5
mntap,5
Baik,5
"sistem aneh udh di cancel sama driver karna toko tutup malah bisa mesen lagi bukannya di off in dari sistem, kocak!!!",1
mantap,5
Oke,5
